id,mass,sources
EVODEX.1-M191,238.2298,"EVODEX.1-P1453,EVODEX.1-P1833,EVODEX.1-P1875,EVODEX.1-P1997,EVODEX.1-P2049"
EVODEX.1-M92,-238.2298,"EVODEX.1-P1483,EVODEX.1-P3853,EVODEX.1-P3863,EVODEX.1-P4005,EVODEX.1-P4028,EVODEX.1-P5596,EVODEX.1-P5696,EVODEX.1-P5712,EVODEX.1-P5747,EVODEX.1-P5774"
EVODEX.1-M193,154.13584,"EVODEX.1-P1488,EVODEX.1-P1891,EVODEX.1-P1894,EVODEX.1-P1902,EVODEX.1-P4008"
EVODEX.1-M194,-154.13584,"EVODEX.1-P1487,EVODEX.1-P3868,EVODEX.1-P3918,EVODEX.1-P4001,EVODEX.1-P4076"
EVODEX.1-M195,182.16716,"EVODEX.1-P1797,EVODEX.1-P1819,EVODEX.1-P1944,EVODEX.1-P1951,EVODEX.1-P3889"
EVODEX.1-M93,-182.16716,"EVODEX.1-P1491,EVODEX.1-P3994,EVODEX.1-P4000,EVODEX.1-P4012,EVODEX.1-P4070,EVODEX.1-P5525,EVODEX.1-P5526,EVODEX.1-P5528,EVODEX.1-P5531,EVODEX.1-P5585"
EVODEX.1-M196,294.29244,"EVODEX.1-P1740,EVODEX.1-P1882,EVODEX.1-P1883,EVODEX.1-P1885,EVODEX.1-P1886"
EVODEX.1-M95,266.26112,"EVODEX.1-P1717,EVODEX.1-P1811,EVODEX.1-P2018,EVODEX.1-P2023,EVODEX.1-P2024"
EVODEX.1-M198,-266.26112,"EVODEX.1-P3855,EVODEX.1-P4006,EVODEX.1-P4013,EVODEX.1-P4015,EVODEX.1-P4227"
EVODEX.1-M96,210.19848,"EVODEX.1-P1704,EVODEX.1-P1798,EVODEX.1-P1864,EVODEX.1-P1874,EVODEX.1-P1983,EVODEX.1-P2104,EVODEX.1-P2107,EVODEX.1-P2114,EVODEX.1-P2118,EVODEX.1-P5473"
EVODEX.1-M199,-210.19848,"EVODEX.1-P1507,EVODEX.1-P3867,EVODEX.1-P3935,EVODEX.1-P3966,EVODEX.1-P3997"
EVODEX.1-M200,-765.0998199999999,"EVODEX.1-P669,EVODEX.1-P672,EVODEX.1-P734,EVODEX.1-P737,EVODEX.1-P739"
EVODEX.1-M42,-42.01056,"EVODEX.1-P1452,EVODEX.1-P1773,EVODEX.1-P2077,EVODEX.1-P2080,EVODEX.1-P2171,EVODEX.1-P3886,EVODEX.1-P3928,EVODEX.1-P4044,EVODEX.1-P4046,EVODEX.1-P4078,EVODEX.1-P4153,EVODEX.1-P5450,EVODEX.1-P5451,EVODEX.1-P5539,EVODEX.1-P5540,EVODEX.1-P5706,EVODEX.1-P6037,EVODEX.1-P6071,EVODEX.1-P6073,EVODEX.1-P66"
EVODEX.1-M97,137.05901,"EVODEX.1-P6925,EVODEX.1-P6935,EVODEX.1-P7152,EVODEX.1-P7190,EVODEX.1-P7320,EVODEX.1-P7347,EVODEX.1-P7427,EVODEX.1-P7442,EVODEX.1-P7448,EVODEX.1-P7472"
EVODEX.1-M4,-18.010559999999998,"EVODEX.1-P2159,EVODEX.1-P5845,EVODEX.1-P5850,EVODEX.1-P5855,EVODEX.1-P5856,EVODEX.1-P6398,EVODEX.1-P6400,EVODEX.1-P6409,EVODEX.1-P6411,EVODEX.1-P6414,EVODEX.1-P6415,EVODEX.1-P6424,EVODEX.1-P6426,EVODEX.1-P6427,EVODEX.1-P6433,EVODEX.1-P6435,EVODEX.1-P6443,EVODEX.1-P6449,EVODEX.1-P6451,EVODEX.1-P6453,EVODEX.1-P6461,EVODEX.1-P6467,EVODEX.1-P6469,EVODEX.1-P6472,EVODEX.1-P6474,EVODEX.1-P6562,EVODEX.1-P6564,EVODEX.1-P6566,EVODEX.1-P6568,EVODEX.1-P6570"
EVODEX.1-M201,46.00546,"EVODEX.1-P837,EVODEX.1-P838,EVODEX.1-P840,EVODEX.1-P841,EVODEX.1-P844"
EVODEX.1-M202,27.9949,"EVODEX.1-P1329,EVODEX.1-P1330,EVODEX.1-P1336,EVODEX.1-P5792,EVODEX.1-P5793"
EVODEX.1-M43,-27.9949,"EVODEX.1-P1148,EVODEX.1-P1326,EVODEX.1-P1327,EVODEX.1-P1331,EVODEX.1-P1335,EVODEX.1-P1410,EVODEX.1-P5547,EVODEX.1-P5798,EVODEX.1-P5801,EVODEX.1-P5804,EVODEX.1-P5811,EVODEX.1-P5814,EVODEX.1-P5817,EVODEX.1-P5818,EVODEX.1-P5823"
EVODEX.1-M98,-70.00546,"EVODEX.1-P6039,EVODEX.1-P6041,EVODEX.1-P6042,EVODEX.1-P6043,EVODEX.1-P6045,EVODEX.1-P6311,EVODEX.1-P6313,EVODEX.1-P6316,EVODEX.1-P6325,EVODEX.1-P6335"
EVODEX.1-M203,70.00546,"EVODEX.1-P6314,EVODEX.1-P6324,EVODEX.1-P6330,EVODEX.1-P6336,EVODEX.1-P6341"
EVODEX.1-M99,86.00036,"EVODEX.1-P1426,EVODEX.1-P1427,EVODEX.1-P1428,EVODEX.1-P1429,EVODEX.1-P1432,EVODEX.1-P1433,EVODEX.1-P1435,EVODEX.1-P1597,EVODEX.1-P1600,EVODEX.1-P2067"
EVODEX.1-M30,-162.0528,"EVODEX.1-P2247,EVODEX.1-P2257,EVODEX.1-P2263,EVODEX.1-P2265,EVODEX.1-P2344,EVODEX.1-P2351,EVODEX.1-P2467,EVODEX.1-P2487,EVODEX.1-P3645,EVODEX.1-P4316,EVODEX.1-P4319,EVODEX.1-P4323,EVODEX.1-P4325,EVODEX.1-P4334,EVODEX.1-P4353,EVODEX.1-P4359,EVODEX.1-P4362,EVODEX.1-P4364,EVODEX.1-P4365,EVODEX.1-P4371,EVODEX.1-P4427,EVODEX.1-P4452,EVODEX.1-P4488,EVODEX.1-P4524,EVODEX.1-P4526"
EVODEX.1-M15,162.0528,"EVODEX.1-P2222,EVODEX.1-P2223,EVODEX.1-P2224,EVODEX.1-P2239,EVODEX.1-P2252,EVODEX.1-P2255,EVODEX.1-P2259,EVODEX.1-P2264,EVODEX.1-P2267,EVODEX.1-P2268,EVODEX.1-P2289,EVODEX.1-P2290,EVODEX.1-P2292,EVODEX.1-P2315,EVODEX.1-P2316,EVODEX.1-P2318,EVODEX.1-P2320,EVODEX.1-P2325,EVODEX.1-P2332,EVODEX.1-P2334,EVODEX.1-P2336,EVODEX.1-P2338,EVODEX.1-P2339,EVODEX.1-P2346,EVODEX.1-P2347,EVODEX.1-P2361,EVODEX.1-P2379,EVODEX.1-P2385,EVODEX.1-P2389,EVODEX.1-P2393,EVODEX.1-P2404,EVODEX.1-P2409,EVODEX.1-P2411,EVODEX.1-P2418,EVODEX.1-P2432,EVODEX.1-P2434,EVODEX.1-P2447,EVODEX.1-P2461,EVODEX.1-P2470,EVODEX.1-P2474,EVODEX.1-P2479,EVODEX.1-P2480,EVODEX.1-P2481,EVODEX.1-P2491,EVODEX.1-P2493"
EVODEX.1-M208,-763.0841599999999,"EVODEX.1-P749,EVODEX.1-P750,EVODEX.1-P753,EVODEX.1-P754,EVODEX.1-P755"
EVODEX.1-M100,765.0998199999999,"EVODEX.1-P665,EVODEX.1-P668,EVODEX.1-P674,EVODEX.1-P738,EVODEX.1-P747"
EVODEX.1-M16,42.01056,"EVODEX.1-P1569,EVODEX.1-P1575,EVODEX.1-P1578,EVODEX.1-P1587,EVODEX.1-P1601,EVODEX.1-P1618,EVODEX.1-P1652,EVODEX.1-P1659,EVODEX.1-P1684,EVODEX.1-P1698,EVODEX.1-P1708,EVODEX.1-P1715,EVODEX.1-P1716,EVODEX.1-P1731,EVODEX.1-P1732,EVODEX.1-P1735,EVODEX.1-P1736,EVODEX.1-P1755,EVODEX.1-P1768,EVODEX.1-P1770,EVODEX.1-P1771,EVODEX.1-P1772,EVODEX.1-P1775,EVODEX.1-P1822,EVODEX.1-P1823,EVODEX.1-P1842,EVODEX.1-P1844,EVODEX.1-P1845,EVODEX.1-P1855,EVODEX.1-P1857,EVODEX.1-P2059,EVODEX.1-P2060,EVODEX.1-P2061,EVODEX.1-P2064,EVODEX.1-P2073,EVODEX.1-P2075,EVODEX.1-P2082,EVODEX.1-P2087,EVODEX.1-P2090,EVODEX.1-P5824"
EVODEX.1-M31,-88.01602,"EVODEX.1-P6254,EVODEX.1-P6272,EVODEX.1-P6367,EVODEX.1-P6370,EVODEX.1-P6373"
EVODEX.1-M12,-43.9898,"EVODEX.1-P3819,EVODEX.1-P6144,EVODEX.1-P6149,EVODEX.1-P6150,EVODEX.1-P6151,EVODEX.1-P6154,EVODEX.1-P6155,EVODEX.1-P6156,EVODEX.1-P6160,EVODEX.1-P6163,EVODEX.1-P6165,EVODEX.1-P6166,EVODEX.1-P6167,EVODEX.1-P6171,EVODEX.1-P6174,EVODEX.1-P6176,EVODEX.1-P6178,EVODEX.1-P6189,EVODEX.1-P6192,EVODEX.1-P6196,EVODEX.1-P6199,EVODEX.1-P6200,EVODEX.1-P6202,EVODEX.1-P6203,EVODEX.1-P6205,EVODEX.1-P6208,EVODEX.1-P6209,EVODEX.1-P6211,EVODEX.1-P83,EVODEX.1-P86"
EVODEX.1-M209,-90.03168000000001,"EVODEX.1-P1388,EVODEX.1-P6263,EVODEX.1-P6267,EVODEX.1-P6276,EVODEX.1-P6279"
EVODEX.1-M210,90.03168000000001,"EVODEX.1-P5298,EVODEX.1-P6262,EVODEX.1-P6265,EVODEX.1-P6275,EVODEX.1-P6278"
EVODEX.1-M32,88.01602,"EVODEX.1-P2657,EVODEX.1-P2658,EVODEX.1-P6252,EVODEX.1-P6368,EVODEX.1-P6376"
EVODEX.1-M101,43.9898,"EVODEX.1-P1340,EVODEX.1-P2925,EVODEX.1-P6142,EVODEX.1-P6143,EVODEX.1-P6145,EVODEX.1-P6146,EVODEX.1-P6187,EVODEX.1-P7553,EVODEX.1-P7556,EVODEX.1-P85"
EVODEX.1-M545,-169.99801,"EVODEX.1-P6256,EVODEX.1-P6260,EVODEX.1-P6274"
EVODEX.1-M103,-30.01056,"EVODEX.1-P283,EVODEX.1-P287,EVODEX.1-P298,EVODEX.1-P300,EVODEX.1-P301"
EVODEX.1-M19,31.9898,"EVODEX.1-P225,EVODEX.1-P226,EVODEX.1-P227,EVODEX.1-P228,EVODEX.1-P229,EVODEX.1-P232,EVODEX.1-P233,EVODEX.1-P235,EVODEX.1-P236,EVODEX.1-P237,EVODEX.1-P239,EVODEX.1-P240,EVODEX.1-P243,EVODEX.1-P245,EVODEX.1-P246,EVODEX.1-P247,EVODEX.1-P248,EVODEX.1-P251,EVODEX.1-P253,EVODEX.1-P254,EVODEX.1-P259,EVODEX.1-P262,EVODEX.1-P269,EVODEX.1-P270,EVODEX.1-P271"
EVODEX.1-M61,-1.0316900000000002,"EVODEX.1-P1011,EVODEX.1-P1026,EVODEX.1-P1059,EVODEX.1-P2855,EVODEX.1-P2892,EVODEX.1-P2895,EVODEX.1-P2899,EVODEX.1-P2911,EVODEX.1-P3170,EVODEX.1-P913,EVODEX.1-P914,EVODEX.1-P919,EVODEX.1-P930,EVODEX.1-P957,EVODEX.1-P977"
EVODEX.1-M13,-17.02659,"EVODEX.1-P2147,EVODEX.1-P2148,EVODEX.1-P2150,EVODEX.1-P2151,EVODEX.1-P2153,EVODEX.1-P2155,EVODEX.1-P2161,EVODEX.1-P2162,EVODEX.1-P2164,EVODEX.1-P6498,EVODEX.1-P6506,EVODEX.1-P6511,EVODEX.1-P6516,EVODEX.1-P6517,EVODEX.1-P6543"
EVODEX.1-M17,0.9839699999999996,"EVODEX.1-P3217,EVODEX.1-P4807,EVODEX.1-P5273,EVODEX.1-P5576,EVODEX.1-P5643,EVODEX.1-P5861,EVODEX.1-P5866,EVODEX.1-P5871,EVODEX.1-P5875,EVODEX.1-P5877"
EVODEX.1-M218,-134.03678,"EVODEX.1-P4919,EVODEX.1-P5524,EVODEX.1-P5560,EVODEX.1-P5714,EVODEX.1-P5767"
EVODEX.1-M182,-44.02622,"EVODEX.1-P6180,EVODEX.1-P6184,EVODEX.1-P6185"
EVODEX.1-M220,264.24546,"EVODEX.1-P1687,EVODEX.1-P1710,EVODEX.1-P1711,EVODEX.1-P1751,EVODEX.1-P4085"
EVODEX.1-M546,70.04188,"EVODEX.1-P1591,EVODEX.1-P2074,EVODEX.1-P4010"
EVODEX.1-M107,68.06264,"EVODEX.1-P2533,EVODEX.1-P2535,EVODEX.1-P2537,EVODEX.1-P2540,EVODEX.1-P2552,EVODEX.1-P2554,EVODEX.1-P2557,EVODEX.1-P2559,EVODEX.1-P2560,EVODEX.1-P2602"
EVODEX.1-M225,262.2298,"EVODEX.1-P1561,EVODEX.1-P1964,EVODEX.1-P1971,EVODEX.1-P1973,EVODEX.1-P2040"
EVODEX.1-M226,280.24036,"EVODEX.1-P2002,EVODEX.1-P2005,EVODEX.1-P2007,EVODEX.1-P2011,EVODEX.1-P2016"
EVODEX.1-M227,163.06337,"EVODEX.1-P7344,EVODEX.1-P7351,EVODEX.1-P7357,EVODEX.1-P7361,EVODEX.1-P7470"
EVODEX.1-M63,286.2298,"EVODEX.1-P1454,EVODEX.1-P1562,EVODEX.1-P1673,EVODEX.1-P1802,EVODEX.1-P1808,EVODEX.1-P1812,EVODEX.1-P1813,EVODEX.1-P1814,EVODEX.1-P1816,EVODEX.1-P2036"
EVODEX.1-M41,-14.01566,"EVODEX.1-P1155,EVODEX.1-P1172,EVODEX.1-P1179,EVODEX.1-P1185,EVODEX.1-P1244,EVODEX.1-P1245,EVODEX.1-P1267,EVODEX.1-P1311,EVODEX.1-P2849,EVODEX.1-P3029,EVODEX.1-P3031,EVODEX.1-P3051,EVODEX.1-P3054,EVODEX.1-P3063,EVODEX.1-P3072,EVODEX.1-P3783,EVODEX.1-P3785,EVODEX.1-P379,EVODEX.1-P3806,EVODEX.1-P3930,EVODEX.1-P642,EVODEX.1-P645"
EVODEX.1-M23,14.01566,"EVODEX.1-P1226,EVODEX.1-P1230,EVODEX.1-P1234,EVODEX.1-P1239,EVODEX.1-P1248,EVODEX.1-P1252,EVODEX.1-P1255,EVODEX.1-P1257,EVODEX.1-P1262,EVODEX.1-P1263,EVODEX.1-P1265,EVODEX.1-P1273,EVODEX.1-P1275,EVODEX.1-P1280,EVODEX.1-P1281,EVODEX.1-P1285,EVODEX.1-P1288,EVODEX.1-P1295,EVODEX.1-P1296,EVODEX.1-P1298,EVODEX.1-P1303,EVODEX.1-P1309,EVODEX.1-P1323,EVODEX.1-P1402,EVODEX.1-P1586,EVODEX.1-P3028,EVODEX.1-P3030,EVODEX.1-P3053,EVODEX.1-P3059,EVODEX.1-P3061,EVODEX.1-P3071,EVODEX.1-P3786,EVODEX.1-P3804"
EVODEX.1-M109,-28.03132,"EVODEX.1-P3857,EVODEX.1-P3885,EVODEX.1-P3921,EVODEX.1-P4047,EVODEX.1-P4175,EVODEX.1-P4295,EVODEX.1-P4297,EVODEX.1-P4298,EVODEX.1-P4299,EVODEX.1-P4986"
EVODEX.1-M229,-72.02112,"EVODEX.1-P1117,EVODEX.1-P1120,EVODEX.1-P1135,EVODEX.1-P1136,EVODEX.1-P889"
EVODEX.1-M110,-74.00036,"EVODEX.1-P6526,EVODEX.1-P6531,EVODEX.1-P6532,EVODEX.1-P6533,EVODEX.1-P6535"
EVODEX.1-M231,-84.05754,"EVODEX.1-P3894,EVODEX.1-P3910,EVODEX.1-P3927,EVODEX.1-P4077,EVODEX.1-P4139"
EVODEX.1-M233,-70.04188,"EVODEX.1-P3852,EVODEX.1-P3901,EVODEX.1-P3939,EVODEX.1-P4090,EVODEX.1-P4137"
EVODEX.1-M552,70.04188,"EVODEX.1-P1612,EVODEX.1-P3905"
EVODEX.1-M235,-26.01566,"EVODEX.1-P3898,EVODEX.1-P3925,EVODEX.1-P4098,EVODEX.1-P4100,EVODEX.1-P4102"
EVODEX.1-M236,292.27678000000003,"EVODEX.1-P1872,EVODEX.1-P1914,EVODEX.1-P1916,EVODEX.1-P1917,EVODEX.1-P1919"
EVODEX.1-M239,56.02622,"EVODEX.1-P1582,EVODEX.1-P1737,EVODEX.1-P1858,EVODEX.1-P2066,EVODEX.1-P5826"
EVODEX.1-M64,-409.01899,"EVODEX.1-P3321,EVODEX.1-P3680,EVODEX.1-P5981,EVODEX.1-P5996,EVODEX.1-P5999"
EVODEX.1-M8,-177.94322,"EVODEX.1-P6488,EVODEX.1-P6490,EVODEX.1-P6492,EVODEX.1-P6493,EVODEX.1-P6496"
EVODEX.1-M34,-79.96633,"EVODEX.1-P2763,EVODEX.1-P3230,EVODEX.1-P3235,EVODEX.1-P3236,EVODEX.1-P3240,EVODEX.1-P3286,EVODEX.1-P3296,EVODEX.1-P3417,EVODEX.1-P3480,EVODEX.1-P3504,EVODEX.1-P3515,EVODEX.1-P3544,EVODEX.1-P3547,EVODEX.1-P4180,EVODEX.1-P4183,EVODEX.1-P4187,EVODEX.1-P4189,EVODEX.1-P4191,EVODEX.1-P4205,EVODEX.1-P4210,EVODEX.1-P4220,EVODEX.1-P4223,EVODEX.1-P4257,EVODEX.1-P6130,EVODEX.1-P6137"
EVODEX.1-M241,-159.93266,"EVODEX.1-P3432,EVODEX.1-P3439,EVODEX.1-P3590,EVODEX.1-P6010,EVODEX.1-P6017"
EVODEX.1-M35,329.05266,"EVODEX.1-P3368,EVODEX.1-P3629,EVODEX.1-P3630,EVODEX.1-P3687,EVODEX.1-P6618,EVODEX.1-P6875,EVODEX.1-P6889,EVODEX.1-P6911,EVODEX.1-P7559,EVODEX.1-P7562"
EVODEX.1-M111,749.10492,"EVODEX.1-P3787,EVODEX.1-P3793,EVODEX.1-P3821,EVODEX.1-P3822,EVODEX.1-P3826,EVODEX.1-P6658,EVODEX.1-P6795,EVODEX.1-P6796,EVODEX.1-P6804,EVODEX.1-P6811"
EVODEX.1-M242,-286.2298,"EVODEX.1-P3955,EVODEX.1-P3956,EVODEX.1-P3964,EVODEX.1-P4041,EVODEX.1-P4072"
EVODEX.1-M65,-329.05266,"EVODEX.1-P1186,EVODEX.1-P1189,EVODEX.1-P302,EVODEX.1-P305,EVODEX.1-P3669,EVODEX.1-P3671,EVODEX.1-P6001,EVODEX.1-P6026,EVODEX.1-P6909,EVODEX.1-P7564"
EVODEX.1-M245,-260.21414,"EVODEX.1-P1695,EVODEX.1-P3937,EVODEX.1-P3987,EVODEX.1-P3988,EVODEX.1-P4016"
EVODEX.1-M246,-264.24546,"EVODEX.1-P1494,EVODEX.1-P3881,EVODEX.1-P3957,EVODEX.1-P4018,EVODEX.1-P4135"
EVODEX.1-M26,102.03168000000001,"EVODEX.1-P1392,EVODEX.1-P1403,EVODEX.1-P1405,EVODEX.1-P1406,EVODEX.1-P1407"
