id,smirks,sources
EVODEX.1-E1017,[#7](-[#6@](-[#6](-[#16:4](=[#8:5])-[#6:6])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H]>>[#16:4](-[#8:5]-[H])-[#6:6],"EVODEX.1-P6545,EVODEX.1-P6548,EVODEX.1-P6551,EVODEX.1-P6552,EVODEX.1-P6554"
EVODEX.1-E1018,[#6:42](-[#6@:40])(=[#8:43])-[#7](-[#6@@](-[#6](-[#8]-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H]>>[#6:42](-[#6@:40])(=[#8:43])-[#8]-[H],"EVODEX.1-P4583,EVODEX.1-P4794,EVODEX.1-P4880,EVODEX.1-P5180,EVODEX.1-P7502"
EVODEX.1-E1025,[#7:37](-[#6@:28])(-[#6](=[#8])-[#6@@](-[#7](-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H:78]>>[#7:37](-[#6@:28])(-[H:78])-[H],"EVODEX.1-P4623,EVODEX.1-P4634,EVODEX.1-P4638,EVODEX.1-P4667,EVODEX.1-P4747"
EVODEX.1-E1026,[#7](-[#6](-[#6](-[#6](-[#6](-[#6@](-[#7](-[#6:8](=[#8:9])-[#6:10])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:8](=[#8:9])(-[#6:10])-[#8]-[H],"EVODEX.1-P4797,EVODEX.1-P4905,EVODEX.1-P4913,EVODEX.1-P4944,EVODEX.1-P5551"
EVODEX.1-E1027,[#7](-[#6@@](-[#6](-[#6](-[#6](-[#6](-[#7](-[#6:8](=[#8:9])-[#6:10])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H]>>[#6:8](=[#8:9])(-[#6:10])-[#8]-[H],"EVODEX.1-P5563,EVODEX.1-P5564,EVODEX.1-P5565,EVODEX.1-P5568,EVODEX.1-P5571"
EVODEX.1-E1028,[#8:6]=[#6:7](-[#6:8])-[H:26]>>[#7](-[#6@](-[#6](=[#8])-[#8]-[H])(-[#6@@:7](-[#8:6]-[H])(-[#6:8])-[H:26])-[H])(-[H])-[H],"EVODEX.1-P6292,EVODEX.1-P6295,EVODEX.1-P6303,EVODEX.1-P6305,EVODEX.1-P6363"
EVODEX.1-E1034,[#6:12]-[#16:13]-[H]>>[#7](-[#6@@](-[#6](-[#16:13]-[#6:12])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H],"EVODEX.1-P2618,EVODEX.1-P2619,EVODEX.1-P2622,EVODEX.1-P6437,EVODEX.1-P6560"
EVODEX.1-E1035,[#6:42](-[#6@:40])(=[#8:43])-[#8]-[H]>>[#6:42](-[#6@:40])(=[#8:43])-[#7](-[#6](-[#6](-[#8]-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H],"EVODEX.1-P7061,EVODEX.1-P7389,EVODEX.1-P7400,EVODEX.1-P7409,EVODEX.1-P7497"
EVODEX.1-E1039,[#15:24]-[#8:26]-[H]>>[#15:24]-[#8:26]-[#15](=[#8])(-[#8]-[H])-[#8]-[H],"EVODEX.1-P3243,EVODEX.1-P3528,EVODEX.1-P3546,EVODEX.1-P3553,EVODEX.1-P3606"
EVODEX.1-E1040,[#6:53]-[#8:55]-[H]>>[#6:53]-[#8:55]-[#15](=[#8])(-[#8]-[H])-[#8]-[H],"EVODEX.1-P3269,EVODEX.1-P3270,EVODEX.1-P3335,EVODEX.1-P3354,EVODEX.1-P3473"
EVODEX.1-E1041,[#6:10]-[#7:12](-[H:46])-[H]>>[#6:10]-[#7:12](-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H:46],"EVODEX.1-P3498,EVODEX.1-P3499,EVODEX.1-P3501,EVODEX.1-P3513,EVODEX.1-P3522"
EVODEX.1-E1042,[#6:17]-[#6@:19](-[#8:20]-[H])(-[#6:21])-[H:33]>>[#15](=[#8])(-[#8]-[H])(-[#8]-[H])-[#8:20]-[#6:19](-[#6:17])(-[#6:21])-[H:33],"EVODEX.1-P3237,EVODEX.1-P3264,EVODEX.1-P3300,EVODEX.1-P3427,EVODEX.1-P3478"
EVODEX.1-E1043,[#8:3]-[#6:4](-[#8:5]-[H])(-[H:45])-[#6@:6]>>[#8:3]-[#6@@:4](-[#8:5]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])(-[H:45])-[#6@:6],"EVODEX.1-P3232,EVODEX.1-P3310,EVODEX.1-P3313,EVODEX.1-P3346,EVODEX.1-P3402"
EVODEX.1-E1044,[#6:34]-[#6@@:35](-[#8:36])(-[H:62])-[#6@:37]-[#6:38]-[#8:39]-[H]>>[#15](=[#8])(-[#8]-[H])(-[#8]-[H])-[#8:39]-[#6:38]-[#6@:37]-[#6@:35](-[#8:36])(-[H:62])-[#6:34],"EVODEX.1-P3253,EVODEX.1-P3279,EVODEX.1-P3331,EVODEX.1-P3337,EVODEX.1-P3340"
EVODEX.1-E1052,[#8:2]=[#6:3](-[#7](-[#6](-[#6](-[#6]1:[#6](-[H]):[#7]:[#6](-[H]):[#7]:1-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H])-[#6:15]>>[#8](-[#6:3](=[#8:2])-[#6:15])-[H],"EVODEX.1-P4784,EVODEX.1-P4791,EVODEX.1-P4792,EVODEX.1-P4800,EVODEX.1-P5527"
EVODEX.1-E1057,[#6:14](-[#6@:3])(=[#8:15])-[#8]-[H]>>[#6:14](-[#6@:3])(=[#8:15])-[#7](-[#8]-[H])-[H],"EVODEX.1-P5626,EVODEX.1-P5631,EVODEX.1-P5641,EVODEX.1-P5669,EVODEX.1-P6906"
EVODEX.1-E1058,[#6:7]-[#8:8]-[H]>>[#6:7]-[#8:8]-[#16](=[#8])(=[#8])-[#8]-[H],"EVODEX.1-P3732,EVODEX.1-P3735,EVODEX.1-P3737,EVODEX.1-P3740,EVODEX.1-P3752"
EVODEX.1-E1059,[#7:1](-[#6:2])(-[H:70])-[H]>>[#7:1](-[#6:2])(-[#16](=[#8])(=[#8])-[#8]-[H])-[H:70],"EVODEX.1-P3758,EVODEX.1-P3762,EVODEX.1-P3763,EVODEX.1-P3764,EVODEX.1-P3767"
EVODEX.1-E1063,[#6:26]-[#6@:28](-[#7:29]-[#6:30]-[#6@:32](-[#6:33]-[#16:34]-[H])(-[#7:35])-[H:127])(-[#6:56])-[H:144]>>[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#16:34]-[#6:33]-[#6@@:32](-[#6:30]-[#7:29]-[#6@@:28](-[#6:26])(-[#6:56])-[H:144])(-[#7:35])-[H:127])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P2722,EVODEX.1-P2727,EVODEX.1-P2729,EVODEX.1-P2731,EVODEX.1-P2741"
EVODEX.1-E1064,[#6:32]-[#6@:34](-[#7:35]-[#6:36]-[#6@@:38](-[#7:39]-[#6:40]-[#6@:42](-[#6:43]-[#16:44]-[H])(-[#7:45])-[H:138])(-[#6:62])-[H:147])(-[#6:65])-[H:159]>>[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])=[#6](-[#6](-[#16:44]-[#6:43]-[#6@@:42](-[#6:40]-[#7:39]-[#6@:38](-[#6:36]-[#7:35]-[#6@@:34](-[#6:32])(-[#6:65])-[H:159])(-[#6:62])-[H:147])(-[#7:45])-[H:138])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P2752,EVODEX.1-P2753,EVODEX.1-P2754,EVODEX.1-P2755,EVODEX.1-P2756"
EVODEX.1-E107,[#7:1](-[#6@@:2](-[#6:3](-[#6:4])(-[H:14])-[H])(-[#6:8])-[H:17])(-[H:18])-[H:19]>>[#7:1](-[#6:3](-[#6:2](-[#6:8])(-[H:17])-[H])(-[#6:4])-[H:14])(-[H:18])-[H:19],"EVODEX.1-P6603,EVODEX.1-P6604,EVODEX.1-P6605,EVODEX.1-P6606,EVODEX.1-P6607"
EVODEX.1-E1076,[#6:9]-[#6:10](=[#8:11])-[H:12]>>[#6](#[#7])-[#6@:10](-[#6:9])(-[#8:11]-[H])-[H:12],"EVODEX.1-P6222,EVODEX.1-P6235,EVODEX.1-P6238,EVODEX.1-P6241,EVODEX.1-P6246"
EVODEX.1-E1077,[#6:7]-[#6:8](=[#8:9])-[#6:10]>>[#6](#[#7])-[#6@:8](-[#6:7])(-[#8:9]-[H])-[#6:10],"EVODEX.1-P6229,EVODEX.1-P6231,EVODEX.1-P6239,EVODEX.1-P6247,EVODEX.1-P6360"
EVODEX.1-E1081,[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[#6@@](-[#8]-[H])(-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#16]-[#6:49](=[#8:50])-[#6@:51])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])(-[H])-[H]>>[#6:49](=[#8:50])(-[#6@:51])-[#8]-[H],"EVODEX.1-P1584,EVODEX.1-P1585,EVODEX.1-P3800,EVODEX.1-P3844,EVODEX.1-P4164"
EVODEX.1-E1084,[#7](-[#6](=[#8])-[#7:4](-[#6:5])-[H:16])(-[H])-[H]>>[#7:4](-[#6:5])(-[H:16])-[H],"EVODEX.1-P1349,EVODEX.1-P5709,EVODEX.1-P5733,EVODEX.1-P5782,EVODEX.1-P5796"
EVODEX.1-E1085,[#7:9](-[#6:10])(-[H:26])-[H]>>[#7](-[#6](=[#8])-[#7:9](-[#6:10])-[H:26])(-[H])-[H],"EVODEX.1-P1342,EVODEX.1-P1344,EVODEX.1-P1351,EVODEX.1-P1353,EVODEX.1-P1356"
EVODEX.1-E1091,[#6:190]-[#7:191](-[H:454])-[H]>>[#6:190]-[#7:191](-[#6](=[#7]-[H])-[#7](-[H])-[H])-[H:454],"EVODEX.1-P1359,EVODEX.1-P1362,EVODEX.1-P1364,EVODEX.1-P1366,EVODEX.1-P5279"
EVODEX.1-E1092,[#7](=[#6](-[#7](-[H])-[H])-[#7:4](-[#6:5])-[H:27])-[H]>>[#7:4](-[#6:5])(-[H:27])-[H],"EVODEX.1-P5060,EVODEX.1-P5131,EVODEX.1-P5197,EVODEX.1-P5229,EVODEX.1-P5884"
EVODEX.1-E1095,[#8:12](-[#6](-[#6](-[#8]-[H])(-[#6](-[#8]-[H])(-[H])-[H])-[H])(-[H])-[H])-[H:40]>>[#8:12](-[H:40])-[H],"EVODEX.1-P3854,EVODEX.1-P3906,EVODEX.1-P3959,EVODEX.1-P4021,EVODEX.1-P4246"
EVODEX.1-E1103,[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[#6@@](-[#8]-[H])(-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#16]-[#6:49](=[#8:50])-[#6:51])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])(-[H])-[H]>>[#6:49](=[#8:50])(-[#6:51])-[#7](-[#6](-[#6](=[#8])-[#8]-[H])(-[H])-[H])-[H],"EVODEX.1-P1460,EVODEX.1-P1461,EVODEX.1-P1644,EVODEX.1-P1645,EVODEX.1-P1840"
EVODEX.1-E1112,[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#16]-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#7](-[#6](=[#8])-[#6@](-[#8]-[H])(-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#7](-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[#6](=[#8])-[#8]-[H])-[H],"EVODEX.1-P1535,EVODEX.1-P1540,EVODEX.1-P1544,EVODEX.1-P1552,EVODEX.1-P1555"
EVODEX.1-E1114,[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#16]-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#7](-[#6](=[#8])-[#6@](-[#8]-[H])(-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:6]=[#6:7]-[#6:8](=[#8:9])-[#7](-[#6]1:[#6](-[#8]-[H]):[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6]:1-[#6](=[#8])-[#8]-[H])-[H],"EVODEX.1-P1534,EVODEX.1-P1541,EVODEX.1-P1543,EVODEX.1-P1549,EVODEX.1-P1554"
EVODEX.1-E1116,[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[#6@@](-[#8]-[H])(-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#16]-[#6:116](=[#8:117])-[#6:118])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])(-[H])-[H]>>[#6:116](=[#8:117])(-[#6:118])-[#8]-[#6](-[#6@](-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])(-[H])-[H])(-[#8]-[H])-[H])(-[H])-[H],"EVODEX.1-P1559,EVODEX.1-P1563,EVODEX.1-P1565,EVODEX.1-P1650,EVODEX.1-P1651"
EVODEX.1-E1118,[#6:85]-[#8:86]-[H]>>[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8:86]-[#6:85])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],"EVODEX.1-P1922,EVODEX.1-P1926,EVODEX.1-P1929,EVODEX.1-P1933,EVODEX.1-P1939"
EVODEX.1-E1125,[#15:2]-[#8:3]-[H]>>[#15:2]-[#8:3]-[#15](-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#6](-[H]):[#6](=[#8]):[#7](-[H]):[#6]:2=[#8])(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[H])-[H])(-[H])-[H])(=[#8])-[#8]-[H],"EVODEX.1-P1580,EVODEX.1-P1581,EVODEX.1-P3690,EVODEX.1-P3691,EVODEX.1-P3694"
EVODEX.1-E1127,[#6](-[#6]1(-[#6](-[H])(-[H])-[H])-[#16]-[#6@]2(-[H])-[#6](-[#7](-[#6:8](=[#8:9])-[#6:10])-[H])(-[H])-[#6](=[#8])-[#7]-2-[#6@]-1(-[#6](=[#8])-[#8]-[H])-[H])(-[H])(-[H])-[H]>>[#6:8](=[#8:9])(-[#6:10])-[#8]-[H],"EVODEX.1-P4055,EVODEX.1-P4063,EVODEX.1-P5453,EVODEX.1-P5457,EVODEX.1-P5477"
EVODEX.1-E1130,[#6:30]-[#6:31](=[#8:32])-[#16]-[#6](-[#6](-[#7](-[#6](-[#6](-[H])(-[H])-[H])=[#8])-[H])(-[H])-[H])(-[H])-[H]>>[#6](-[#6](=[#8])-[#6]1:[#6](-[H]):[#6](-[H]):[#6](-[H]):[#6](-[#7](-[#6@@]2(-[H])-[#6@@](-[#7](-[H])-[H])(-[H])-[#6@](-[#6](-[H])(-[H])-[H])(-[#7](-[#6](=[#8])-[#7](-[#6](-[H])(-[H])-[H])-[#6](-[H])(-[H])-[H])-[H])-[#6@@](-[#6](-[H])(-[H])-[H])(-[#8]-[H])-[#6@@]-2(-[#8]-[H])-[#6](-[#8]-[#6:31](-[#6:30])=[#8:32])(-[H])-[H])-[H]):[#6]:1-[H])(-[H])(-[H])-[H],"EVODEX.1-P1606,EVODEX.1-P1608,EVODEX.1-P1611,EVODEX.1-P1613,EVODEX.1-P1616"
EVODEX.1-E1132,[#6:1]-[#6:2](=[#8:3])-[#16]-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#7](-[#6](=[#8])-[#6@](-[#8]-[H])(-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:1]-[#6:2](=[#8:3])-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],"EVODEX.1-P1870,EVODEX.1-P1920,EVODEX.1-P1946,EVODEX.1-P2001,EVODEX.1-P2022"
EVODEX.1-E1134,[#6:7]-[#6:8](=[#8:9])-[#16]-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#7](-[#6](=[#8])-[#6@](-[#8]-[H])(-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:7]-[#6:8](=[#8:9])-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],"EVODEX.1-P1868,EVODEX.1-P1879,EVODEX.1-P1968,EVODEX.1-P2037,EVODEX.1-P2039"
EVODEX.1-E1136,[#6:17]-[#6:18](=[#8:19])-[#16]-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#7](-[#6](=[#8])-[#6@](-[#8]-[H])(-[#6](-[#6](-[H])(-[H])-[H])(-[#6](-[H])(-[H])-[H])-[#6](-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[#6](-[#6@@]1(-[H])-[#8]-[#6@](-[#7]2:[#6](-[H]):[#7]:[#6]3:[#6](-[#7](-[H])-[H]):[#7]:[#6](-[H]):[#7]:[#6]:2:3)(-[H])-[#6@@](-[#8]-[H])(-[H])-[#6@@]-1(-[#8]-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:17]-[#6:18](=[#8:19])-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],"EVODEX.1-P1865,EVODEX.1-P1869,EVODEX.1-P1889,EVODEX.1-P2043,EVODEX.1-P2053"
